formula,avg_Atomic_Radius,avg_Pauling_Electronegativity,avg_number_of_valence_electrons,avg_Cohesive_energy_ev_atom,avg_Bulk_modulus_RT_Gpa,avg_Elastic_modulus_RT_Gpa,avg_Shear_modulus_RT_Gpa,avg_Melting_point_(K),avg_rate_shear_mod_Mpa_perK,avg_Solid_Solubility_atpct,avg_lattice_constant_A,avg_BEC_percm3,avg_Av.Valence_bond_strength_ev,avg_EngelZ_e/a,range_Atomic_Radius,range_Pauling_Electronegativity,range_number_of_valence_electrons,range_Cohesive_energy_ev_atom,range_Bulk_modulus_RT_Gpa,range_Elastic_modulus_RT_Gpa,range_Shear_modulus_RT_Gpa,range_Melting_point_(K),range_rate_shear_mod_Mpa_perK,range_Solid_Solubility_atpct,range_lattice_constant_A,range_BEC_percm3,range_Av.Valence_bond_strength_ev,range_EngelZ_e/a,var_Atomic_Radius,var_Pauling_Electronegativity,var_number_of_valence_electrons,var_Cohesive_energy_ev_atom,var_Bulk_modulus_RT_Gpa,var_Elastic_modulus_RT_Gpa,var_Shear_modulus_RT_Gpa,var_Melting_point_(K),var_rate_shear_mod_Mpa_perK,var_Solid_Solubility_atpct,var_lattice_constant_A,var_BEC_percm3,var_Av.Valence_bond_strength_ev,var_EngelZ_e/a,Temp,hardness,concat_text
Al0.25 Co1 Cr1 Fe1 Ni1,1.5352941176470587,1.8076470588235294,7.9411764705882355,4.248823529411765,166.8235294117647,215.64705882352942,83.41176470588235,1803.7382352941179,-23.391395256470588,11.599999999999998,3.01,4.986470588235295e-21,2.2034117647058826,5.776470588235294,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,113.0,"
    Formula: Al0.25 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.5352941176470587
    avg_Pauling_Electronegativity: 1.8076470588235294
    avg_number_of_valence_electrons: 7.9411764705882355
    avg_Cohesive_energy_ev_atom: 4.248823529411765
    avg_Bulk_modulus_RT_Gpa: 166.8235294117647
    avg_Elastic_modulus_RT_Gpa: 215.64705882352942
    avg_Melting_point_(K): 1803.7382352941179
    avg_lattice_constant_A: 3.01
    avg_BEC_percm3: 4.986470588235295e-21
    avg_Av.Valence_bond_strength_ev: 2.2034117647058826
    avg_EngelZ_e/a: 5.776470588235294
    Temperature: 25.0
    "
Al0.375 Co1 Cr1 Fe1 Ni1,1.5251428571428571,1.802,7.8,4.224285714285714,164.22857142857143,211.4857142857143,81.77142857142857,1778.8642857142859,-23.287836449142855,11.828571428571427,3.039714285714286,4.895714285714286e-21,2.2117142857142857,5.6971428571428575,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,131.0,"
    Formula: Al0.375 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.5251428571428571
    avg_Pauling_Electronegativity: 1.802
    avg_number_of_valence_electrons: 7.8
    avg_Cohesive_energy_ev_atom: 4.224285714285714
    avg_Bulk_modulus_RT_Gpa: 164.22857142857143
    avg_Elastic_modulus_RT_Gpa: 211.4857142857143
    avg_Melting_point_(K): 1778.8642857142859
    avg_lattice_constant_A: 3.039714285714286
    avg_BEC_percm3: 4.895714285714286e-21
    avg_Av.Valence_bond_strength_ev: 2.2117142857142857
    avg_EngelZ_e/a: 5.6971428571428575
    Temperature: 25.0
    "
Al0.375 Co1 Cr1 Fe1 Ni1,1.5251428571428571,1.802,7.8,4.224285714285714,164.22857142857143,211.4857142857143,81.77142857142857,1778.8642857142859,-23.287836449142855,11.828571428571427,3.039714285714286,4.895714285714286e-21,2.2117142857142857,5.6971428571428575,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,196.0,"
    Formula: Al0.375 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.5251428571428571
    avg_Pauling_Electronegativity: 1.802
    avg_number_of_valence_electrons: 7.8
    avg_Cohesive_energy_ev_atom: 4.224285714285714
    avg_Bulk_modulus_RT_Gpa: 164.22857142857143
    avg_Elastic_modulus_RT_Gpa: 211.4857142857143
    avg_Melting_point_(K): 1778.8642857142859
    avg_lattice_constant_A: 3.039714285714286
    avg_BEC_percm3: 4.895714285714286e-21
    avg_Av.Valence_bond_strength_ev: 2.2117142857142857
    avg_EngelZ_e/a: 5.6971428571428575
    Temperature: 25.0
    "
Al0.5 Co1 Cr1 Fe1 Ni1,1.5155555555555555,1.7966666666666666,7.666666666666667,4.201111111111111,161.77777777777777,207.55555555555554,80.22222222222221,1755.3722222222223,-23.190030908888886,12.044444444444444,3.0677777777777777,4.8100000000000005e-21,2.2195555555555555,5.622222222222223,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,159.0,"
    Formula: Al0.5 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.5155555555555555
    avg_Pauling_Electronegativity: 1.7966666666666666
    avg_number_of_valence_electrons: 7.666666666666667
    avg_Cohesive_energy_ev_atom: 4.201111111111111
    avg_Bulk_modulus_RT_Gpa: 161.77777777777777
    avg_Elastic_modulus_RT_Gpa: 207.55555555555554
    avg_Melting_point_(K): 1755.3722222222223
    avg_lattice_constant_A: 3.0677777777777777
    avg_BEC_percm3: 4.8100000000000005e-21
    avg_Av.Valence_bond_strength_ev: 2.2195555555555555
    avg_EngelZ_e/a: 5.622222222222223
    Temperature: 25.0
    "
Al0.5 Co1 Cr1 Fe1 Ni1,1.5155555555555555,1.7966666666666666,7.666666666666667,4.201111111111111,161.77777777777777,207.55555555555554,80.22222222222221,1755.3722222222223,-23.190030908888886,12.044444444444444,3.0677777777777777,4.8100000000000005e-21,2.2195555555555555,5.622222222222223,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,209.0,"
    Formula: Al0.5 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.5155555555555555
    avg_Pauling_Electronegativity: 1.7966666666666666
    avg_number_of_valence_electrons: 7.666666666666667
    avg_Cohesive_energy_ev_atom: 4.201111111111111
    avg_Bulk_modulus_RT_Gpa: 161.77777777777777
    avg_Elastic_modulus_RT_Gpa: 207.55555555555554
    avg_Melting_point_(K): 1755.3722222222223
    avg_lattice_constant_A: 3.0677777777777777
    avg_BEC_percm3: 4.8100000000000005e-21
    avg_Av.Valence_bond_strength_ev: 2.2195555555555555
    avg_EngelZ_e/a: 5.622222222222223
    Temperature: 25.0
    "
Al0.75 Co1 Cr1 Fe1 Ni1,1.4978947368421052,1.7868421052631578,7.421052631578947,4.158421052631579,157.26315789473682,200.31578947368422,77.36842105263158,1712.0973684210526,-23.00986280842105,12.442105263157893,3.1194736842105257,4.6521052631578954e-21,2.234,5.484210526315789,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,388.0,"
    Formula: Al0.75 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.4978947368421052
    avg_Pauling_Electronegativity: 1.7868421052631578
    avg_number_of_valence_electrons: 7.421052631578947
    avg_Cohesive_energy_ev_atom: 4.158421052631579
    avg_Bulk_modulus_RT_Gpa: 157.26315789473682
    avg_Elastic_modulus_RT_Gpa: 200.31578947368422
    avg_Melting_point_(K): 1712.0973684210526
    avg_lattice_constant_A: 3.1194736842105257
    avg_BEC_percm3: 4.6521052631578954e-21
    avg_Av.Valence_bond_strength_ev: 2.234
    avg_EngelZ_e/a: 5.484210526315789
    Temperature: 25.0
    "
Al0.75 Co1 Cr1 Fe1 Ni1,1.4978947368421052,1.7868421052631578,7.421052631578947,4.158421052631579,157.26315789473682,200.31578947368422,77.36842105263158,1712.0973684210526,-23.00986280842105,12.442105263157893,3.1194736842105257,4.6521052631578954e-21,2.234,5.484210526315789,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,280.0,"
    Formula: Al0.75 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.4978947368421052
    avg_Pauling_Electronegativity: 1.7868421052631578
    avg_number_of_valence_electrons: 7.421052631578947
    avg_Cohesive_energy_ev_atom: 4.158421052631579
    avg_Bulk_modulus_RT_Gpa: 157.26315789473682
    avg_Elastic_modulus_RT_Gpa: 200.31578947368422
    avg_Melting_point_(K): 1712.0973684210526
    avg_lattice_constant_A: 3.1194736842105257
    avg_BEC_percm3: 4.6521052631578954e-21
    avg_Av.Valence_bond_strength_ev: 2.234
    avg_EngelZ_e/a: 5.484210526315789
    Temperature: 25.0
    "
Al0.875 Co1 Cr1 Fe1 Ni1,1.4897435897435898,1.7823076923076924,7.3076923076923075,4.138717948717948,155.17948717948718,196.97435897435895,76.05128205128204,1692.124358974359,-22.92670830051282,12.625641025641027,3.143333333333333,4.57923076923077e-21,2.2406666666666664,5.420512820512821,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,538.0,"
    Formula: Al0.875 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.4897435897435898
    avg_Pauling_Electronegativity: 1.7823076923076924
    avg_number_of_valence_electrons: 7.3076923076923075
    avg_Cohesive_energy_ev_atom: 4.138717948717948
    avg_Bulk_modulus_RT_Gpa: 155.17948717948718
    avg_Elastic_modulus_RT_Gpa: 196.97435897435895
    avg_Melting_point_(K): 1692.124358974359
    avg_lattice_constant_A: 3.143333333333333
    avg_BEC_percm3: 4.57923076923077e-21
    avg_Av.Valence_bond_strength_ev: 2.2406666666666664
    avg_EngelZ_e/a: 5.420512820512821
    Temperature: 25.0
    "
Al0.875 Co1 Cr1 Fe1 Ni1,1.4897435897435898,1.7823076923076924,7.3076923076923075,4.138717948717948,155.17948717948718,196.97435897435895,76.05128205128204,1692.124358974359,-22.92670830051282,12.625641025641027,3.143333333333333,4.57923076923077e-21,2.2406666666666664,5.420512820512821,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,361.0,"
    Formula: Al0.875 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.4897435897435898
    avg_Pauling_Electronegativity: 1.7823076923076924
    avg_number_of_valence_electrons: 7.3076923076923075
    avg_Cohesive_energy_ev_atom: 4.138717948717948
    avg_Bulk_modulus_RT_Gpa: 155.17948717948718
    avg_Elastic_modulus_RT_Gpa: 196.97435897435895
    avg_Melting_point_(K): 1692.124358974359
    avg_lattice_constant_A: 3.143333333333333
    avg_BEC_percm3: 4.57923076923077e-21
    avg_Av.Valence_bond_strength_ev: 2.2406666666666664
    avg_EngelZ_e/a: 5.420512820512821
    Temperature: 25.0
    "
Al1 Co0.8 Cr0.8 Fe0.8 Ni0.8,1.4676190476190474,1.77,7.0,4.085238095238095,149.52380952380952,187.9047619047619,72.47619047619048,1637.9119047619047,-22.701003207619046,13.123809523809523,3.208095238095238,4.381428571428571e-21,2.2587619047619047,5.247619047619048,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,487.0,"
    Formula: Al1 Co0.8 Cr0.8 Fe0.8 Ni0.8
    avg_Atomic_Radius: 1.4676190476190474
    avg_Pauling_Electronegativity: 1.77
    avg_number_of_valence_electrons: 7.0
    avg_Cohesive_energy_ev_atom: 4.085238095238095
    avg_Bulk_modulus_RT_Gpa: 149.52380952380952
    avg_Elastic_modulus_RT_Gpa: 187.9047619047619
    avg_Melting_point_(K): 1637.9119047619047
    avg_lattice_constant_A: 3.208095238095238
    avg_BEC_percm3: 4.381428571428571e-21
    avg_Av.Valence_bond_strength_ev: 2.2587619047619047
    avg_EngelZ_e/a: 5.247619047619048
    Temperature: 25.0
    "
Al1 Co0.8 Cr0.8 Fe0.8 Ni0.8,1.4676190476190474,1.77,7.0,4.085238095238095,149.52380952380952,187.9047619047619,72.47619047619048,1637.9119047619047,-22.701003207619046,13.123809523809523,3.208095238095238,4.381428571428571e-21,2.2587619047619047,5.247619047619048,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,499.0,"
    Formula: Al1 Co0.8 Cr0.8 Fe0.8 Ni0.8
    avg_Atomic_Radius: 1.4676190476190474
    avg_Pauling_Electronegativity: 1.77
    avg_number_of_valence_electrons: 7.0
    avg_Cohesive_energy_ev_atom: 4.085238095238095
    avg_Bulk_modulus_RT_Gpa: 149.52380952380952
    avg_Elastic_modulus_RT_Gpa: 187.9047619047619
    avg_Melting_point_(K): 1637.9119047619047
    avg_lattice_constant_A: 3.208095238095238
    avg_BEC_percm3: 4.381428571428571e-21
    avg_Av.Valence_bond_strength_ev: 2.2587619047619047
    avg_EngelZ_e/a: 5.247619047619048
    Temperature: 25.0
    "
Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667,1.454582878953108,1.7627480916030536,6.8187022900763345,4.053726826608505,146.19138495092693,182.56079607415484,70.36968375136313,1605.9689749182114,-22.568013804124863,13.417339149400219,3.246254089422028,4.264880043620502e-21,2.2694239367502727,5.145747001090513,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,484.0,"
    Formula: Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667
    avg_Atomic_Radius: 1.454582878953108
    avg_Pauling_Electronegativity: 1.7627480916030536
    avg_number_of_valence_electrons: 6.8187022900763345
    avg_Cohesive_energy_ev_atom: 4.053726826608505
    avg_Bulk_modulus_RT_Gpa: 146.19138495092693
    avg_Elastic_modulus_RT_Gpa: 182.56079607415484
    avg_Melting_point_(K): 1605.9689749182114
    avg_lattice_constant_A: 3.246254089422028
    avg_BEC_percm3: 4.264880043620502e-21
    avg_Av.Valence_bond_strength_ev: 2.2694239367502727
    avg_EngelZ_e/a: 5.145747001090513
    Temperature: 25.0
    "
Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667,1.454582878953108,1.7627480916030536,6.8187022900763345,4.053726826608505,146.19138495092693,182.56079607415484,70.36968375136313,1605.9689749182114,-22.568013804124863,13.417339149400219,3.246254089422028,4.264880043620502e-21,2.2694239367502727,5.145747001090513,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,517.0,"
    Formula: Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667
    avg_Atomic_Radius: 1.454582878953108
    avg_Pauling_Electronegativity: 1.7627480916030536
    avg_number_of_valence_electrons: 6.8187022900763345
    avg_Cohesive_energy_ev_atom: 4.053726826608505
    avg_Bulk_modulus_RT_Gpa: 146.19138495092693
    avg_Elastic_modulus_RT_Gpa: 182.56079607415484
    avg_Melting_point_(K): 1605.9689749182114
    avg_lattice_constant_A: 3.246254089422028
    avg_BEC_percm3: 4.264880043620502e-21
    avg_Av.Valence_bond_strength_ev: 2.2694239367502727
    avg_EngelZ_e/a: 5.145747001090513
    Temperature: 25.0
    "
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,1.4316666666666664,1.7499999999999998,6.5,3.998333333333333,140.33333333333331,173.16666666666663,66.66666666666666,1549.8166666666666,-22.334232431666667,13.933333333333332,3.3133333333333335,4.0600000000000004e-21,2.2881666666666667,4.966666666666667,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,509.0,"
    Formula: Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5
    avg_Atomic_Radius: 1.4316666666666664
    avg_Pauling_Electronegativity: 1.7499999999999998
    avg_number_of_valence_electrons: 6.5
    avg_Cohesive_energy_ev_atom: 3.998333333333333
    avg_Bulk_modulus_RT_Gpa: 140.33333333333331
    avg_Elastic_modulus_RT_Gpa: 173.16666666666663
    avg_Melting_point_(K): 1549.8166666666666
    avg_lattice_constant_A: 3.3133333333333335
    avg_BEC_percm3: 4.0600000000000004e-21
    avg_Av.Valence_bond_strength_ev: 2.2881666666666667
    avg_EngelZ_e/a: 4.966666666666667
    Temperature: 25.0
    "
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,1.4316666666666664,1.7499999999999998,6.5,3.998333333333333,140.33333333333331,173.16666666666663,66.66666666666666,1549.8166666666666,-22.334232431666667,13.933333333333332,3.3133333333333335,4.0600000000000004e-21,2.2881666666666667,4.966666666666667,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,512.0,"
    Formula: Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5
    avg_Atomic_Radius: 1.4316666666666664
    avg_Pauling_Electronegativity: 1.7499999999999998
    avg_number_of_valence_electrons: 6.5
    avg_Cohesive_energy_ev_atom: 3.998333333333333
    avg_Bulk_modulus_RT_Gpa: 140.33333333333331
    avg_Elastic_modulus_RT_Gpa: 173.16666666666663
    avg_Melting_point_(K): 1549.8166666666666
    avg_lattice_constant_A: 3.3133333333333335
    avg_BEC_percm3: 4.0600000000000004e-21
    avg_Av.Valence_bond_strength_ev: 2.2881666666666667
    avg_EngelZ_e/a: 4.966666666666667
    Temperature: 25.0
    "
Al1 Co1 Cr1 Fe1 Ni1,1.4820000000000002,1.778,7.200000000000001,4.12,153.2,193.8,74.80000000000001,1673.15,-22.847711518000004,12.8,3.166,4.510000000000001e-21,2.2470000000000003,5.360000000000001,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,484.0,"
    Formula: Al1 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.4820000000000002
    avg_Pauling_Electronegativity: 1.778
    avg_number_of_valence_electrons: 7.200000000000001
    avg_Cohesive_energy_ev_atom: 4.12
    avg_Bulk_modulus_RT_Gpa: 153.2
    avg_Elastic_modulus_RT_Gpa: 193.8
    avg_Melting_point_(K): 1673.15
    avg_lattice_constant_A: 3.166
    avg_BEC_percm3: 4.510000000000001e-21
    avg_Av.Valence_bond_strength_ev: 2.2470000000000003
    avg_EngelZ_e/a: 5.360000000000001
    Temperature: 25.0
    "
Al1 Co1 Cr1 Fe1 Ni1,1.4820000000000002,1.778,7.200000000000001,4.12,153.2,193.8,74.80000000000001,1673.15,-22.847711518000004,12.8,3.166,4.510000000000001e-21,2.2470000000000003,5.360000000000001,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,433.0,"
    Formula: Al1 Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.4820000000000002
    avg_Pauling_Electronegativity: 1.778
    avg_number_of_valence_electrons: 7.200000000000001
    avg_Cohesive_energy_ev_atom: 4.12
    avg_Bulk_modulus_RT_Gpa: 153.2
    avg_Elastic_modulus_RT_Gpa: 193.8
    avg_Melting_point_(K): 1673.15
    avg_lattice_constant_A: 3.166
    avg_BEC_percm3: 4.510000000000001e-21
    avg_Av.Valence_bond_strength_ev: 2.2470000000000003
    avg_EngelZ_e/a: 5.360000000000001
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Ni1,1.5575,1.82,8.25,4.3025,172.5,224.75,87.0,1858.15,-23.617930147499997,11.1,2.945,5.185000000000001e-21,2.18525,5.949999999999999,0.16999999999999993,0.25,4.0,0.34000000000000075,20.0,79.0,40.0,404.0,3.994522270000001,20.0,1.0100000000000002,5.799999999999998e-22,0.5030000000000001,1.0,0.004118749999999996,0.00935,2.1875,0.017018750000000048,68.75,998.1875,268.5,25502.0,2.166019316930795,67.015,0.13242500000000007,5.947499999999993e-44,0.040041687500000006,0.12749999999999997,25.0,116.0,"
    Formula: Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.5575
    avg_Pauling_Electronegativity: 1.82
    avg_number_of_valence_electrons: 8.25
    avg_Cohesive_energy_ev_atom: 4.3025
    avg_Bulk_modulus_RT_Gpa: 172.5
    avg_Elastic_modulus_RT_Gpa: 224.75
    avg_Melting_point_(K): 1858.15
    avg_lattice_constant_A: 2.945
    avg_BEC_percm3: 5.185000000000001e-21
    avg_Av.Valence_bond_strength_ev: 2.18525
    avg_EngelZ_e/a: 5.949999999999999
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Ni1,1.5575,1.82,8.25,4.3025,172.5,224.75,87.0,1858.15,-23.617930147499997,11.1,2.945,5.185000000000001e-21,2.18525,5.949999999999999,0.16999999999999993,0.25,4.0,0.34000000000000075,20.0,79.0,40.0,404.0,3.994522270000001,20.0,1.0100000000000002,5.799999999999998e-22,0.5030000000000001,1.0,0.004118749999999996,0.00935,2.1875,0.017018750000000048,68.75,998.1875,268.5,25502.0,2.166019316930795,67.015,0.13242500000000007,5.947499999999993e-44,0.040041687500000006,0.12749999999999997,25.0,113.0,"
    Formula: Co1 Cr1 Fe1 Ni1
    avg_Atomic_Radius: 1.5575
    avg_Pauling_Electronegativity: 1.82
    avg_number_of_valence_electrons: 8.25
    avg_Cohesive_energy_ev_atom: 4.3025
    avg_Bulk_modulus_RT_Gpa: 172.5
    avg_Elastic_modulus_RT_Gpa: 224.75
    avg_Melting_point_(K): 1858.15
    avg_lattice_constant_A: 2.945
    avg_BEC_percm3: 5.185000000000001e-21
    avg_Av.Valence_bond_strength_ev: 2.18525
    avg_EngelZ_e/a: 5.949999999999999
    Temperature: 25.0
    "
Al0.5 Co1 Cr1 Fe1 Mo0.5 Ni1,1.554,1.8330000000000002,7.5,4.463,168.6,219.70000000000002,74.2,1868.8500000000004,-21.1688110756,20.84,3.0760000000000005,4.713000000000001e-21,2.4407,5.66,0.72,0.55,7.0,3.43,154.0,259.0,95.0,1957.0,23.042646454,95.0,1.54,3.63e-21,2.58,3.4000000000000004,0.04601388888888888,0.032380555555555565,5.333333333333333,1.1348666666666667,2106.6666666666665,6397.222222222223,1092.222222222222,336791.4722222223,58.25648105340215,1110.398888888889,0.2511222222222222,1.6207472222222223e-42,0.7018846666666666,1.3022222222222224,25.0,425.0,"
    Formula: Al0.5 Co1 Cr1 Fe1 Mo0.5 Ni1
    avg_Atomic_Radius: 1.554
    avg_Pauling_Electronegativity: 1.8330000000000002
    avg_number_of_valence_electrons: 7.5
    avg_Cohesive_energy_ev_atom: 4.463
    avg_Bulk_modulus_RT_Gpa: 168.6
    avg_Elastic_modulus_RT_Gpa: 219.70000000000002
    avg_Melting_point_(K): 1868.8500000000004
    avg_lattice_constant_A: 3.0760000000000005
    avg_BEC_percm3: 4.713000000000001e-21
    avg_Av.Valence_bond_strength_ev: 2.4407
    avg_EngelZ_e/a: 5.66
    Temperature: 25.0
    "
